Title,averageRating,voteCount
Maggie Simpson in Playdate with Destiny,7.5,311
The Last Boy Scout,6.8,1515
S.W.A.T.: Under Siege,5.8,306
Contagion,6.6,5288
At Eternity's Gate,6.9,1249
Little,6.9,605
Beneath the Planet of the Apes,6.2,1014
The Hand that Rocks the Cradle,6.9,728
Cry Macho,6.1,745
Paranoia,5.7,745
Moonshot,7.6,64
The Beverly Hillbillies,6.2,447
The Pyramid,5.2,861
Hotel Mumbai,7.6,1252
Open Season: Scared Silly,5.9,270
The Adventurer: The Curse of the Midas Box,5.7,188
Live and Let Die,6.5,1638
Zookeeper,5.4,1415
Nomadland,7.3,2417
The Legend of Zorro,6.1,2502
The 40 Year Old Virgin,6.4,5752
How It Ends,5.3,1691
The Bad Seed,7.1,237
TÁR,6.4,10
Buzz Lightyear of Star Command: The Adventure Begins,6.5,289
Capturing Avatar,7.8,36
Arthur et les Minimoys,6.4,2538
Van Helsing: The London Assignment,6.4,120
Land of the Lost,5.4,1110
Camp Cool Kids,5.6,29
Barbie & Her Sisters in the Great Puppy Adventure,7.3,222
Species III,5.3,333
Pitch Perfect 3,6.6,2968
Psycho,5.1,831
The Perfect Storm,6.4,1860
Our Father,6.6,125
The Boss Baby,6.5,6342
Meet the Fockers,6.2,4145
Nemesis,5.5,112
Trees of Peace,7.4,50
White Lie,6.8,23
Every Secret Thing,6.1,276
Inheritance,6.4,437
The Visual Effects of 'Scary Movie 4',3.5,2
The Counselor,5.2,1608
Hereafter,6,1401
The Bare Wench Project,3.2,15
Scooby-Doo! and Kiss: Rock and Roll Mystery,8.1,240
42,7.1,1531
I Am Sam,7.6,1941
TMNT,6.1,909
Hot Bot,4.3,177
47 Hours to Live,6.2,45
Untold: The Race of the Century,6.9,13
The Space Between Us,7.1,2213
"South Park: Bigger, Longer & Uncut",7.2,2219
The Cobbler,5.8,1420
Open 24 Hours,5.6,96
Horns,6.3,2025
Lake Placid: Legacy,5.2,113
Nine 1/2 Weeks,6.1,780
"Monster High: Frights, Camera, Action!",7.2,103
GoldenEye,6.9,3245
Evan Almighty,5.5,3681
Found,7.4,30
Little Monsters,5.8,169
Pet Sematary II,5.3,414
Abraham Lincoln vs. Zombies,3.9,106
The Uninvited,6.5,1256
The Pink Panther,6.9,807
Universal Soldier: The Return,5.7,873
Khumba,6,213
Tall Girl,6.4,1671
Marrowbone,7.2,1181
Fortune Feimster: Good Fortune,0,0
The Case of the Parking Lot Murderer,0,0
The Hurricane,7.4,1175
Death Race 2050,4.2,149
Big Trouble in Little China,7.2,2441
Frida,7.5,1788
Bicentennial Man,7.2,3105
Spenser Confidential,6.5,1919
Old Man,6.4,28
Speed Racer,6.2,1267
Diary of a Wimpy Kid: Rodrick Rules,6.6,928
Universal Soldier,6.3,1330
Amityville: The Awakening,5.4,906
Death Proof,6.8,4273
Killing Jesus,6.3,64
The Dirt,7.5,1016
Closer,6.8,2782
Halo: Landfall,6,26
You Get Me,5.6,1588
Next Friday,6.4,454
Dominion: Prequel to The Exorcist,5.3,266
Slumdog Millionaire,7.7,9290
The Midnight Sky,5.8,1546
Showdown in Little Tokyo,6.3,365
New Year's Eve,5.9,1905
Always Watching: A Marble Hornets Story,5.2,103
Jerry Maguire,6.9,2683
Labyrinth,7.3,1969
Mothering Sunday,5.2,34
Barbie Video Game Hero,7,188
The Illusionist,7.3,4207
Madly Madagascar,6.5,193
The Man with the Golden Gun,6.4,1632
Rough Night,5.7,1800
On Her Majesty's Secret Service,6.6,1499
The Card Counter,6.2,667
The Kid Who Would Be King,6.1,618
Queen of the Damned,6.1,841
The Lobster,7,5111
Universal Soldier: Day of Reckoning,5.5,349
Boogie Nights,7.6,2621
Behaving Badly,5.3,521
Kim Possible,5.5,223
A Week Away,7,307
The First Time,7,1954
Beyond the Reach,5.9,313
The Big Doll House,5.7,50
A Trash Truck Christmas,6.4,50
Christopher Robin,7.3,2373
Under Siege,6.3,1237
See How They Run,6.7,141
Misery,7.8,3811
Superman: Unbound,6.7,323
The Haunting,5.4,1139
The Titan,5.3,1082
The Pagemaster,6.4,638
First Man,7,4588
My Little Pony: Equestria Girls: Friendship Games,7.3,86
I Now Pronounce You Chuck & Larry,6,1962
The Girl Next Door,6.7,567
Maggie Simpson in The Longest Daycare,6.9,309
L.A. Confidential,7.8,4054
G-Force,5.4,1582
Traffik,6.2,394
Inside Man,7.4,4888
Night Hunter,6.5,668
"Yes, God, Yes",6.4,414
The Night House,6.7,746
Snowden,7.1,3841
I Want You Back,6.3,201
Behind Enemy Lines,6.3,1201
The Invitation,6.5,2202
Kidnapping Mr. Heineken,6,552
Assimilate,6.5,211
The Layover,5.4,605
Starship Troopers 3: Marauder,4.8,394
Harold & Kumar Go to White Castle,6.5,1720
Stolen,5.4,875
Apollo 13,7.4,4657
Identity Thief,5.8,2998
Baby on Board,4.9,86
Collide,5.5,505
Wonder Park,6.5,575
Barbie in Rock 'N Royals,6.9,245
Snakes on a Plane,5.4,1452
All Eyez on Me,6.7,1052
The Virgin Suicides,7.1,2571
Blues Brothers 2000,5.4,554
Lake Placid,5.9,917
Hellraiser: Judgment,5.1,212
The Boxtrolls,6.7,1458
The Living Daylights,6.5,1406
The Butterfly Effect 2,4.9,760
Scooby-Doo! WrestleMania Mystery,7.4,256
The Road,7,3159
The Reef: Stalked,6.4,100
The Car: Road to Revenge,6.6,86
Justice League vs. the Fatal Five,6.8,277
The Tuxedo,5.7,1625
EverAfter,7.4,1232
Yogi Bear,5.6,748
Sleepwalkers,6,418
A Cure for Wellness,6.3,3362
Mamma Mia! Here We Go Again,7.1,2938
The Cannibal Killer: The Real Story of Jeffrey Dahmer,2,1
A Nightmare on Elm Street: The Dream Child,5.4,979
The Little Hours,5.7,456
Rudolph the Red-Nosed Reindeer,7.3,430
The Sting,8,2077
Dante's Peak,6.1,1521
The Secret Life of Pets,6.3,7331
Erin Brockovich,7.4,2583
Wedding Crashers,6.5,3799
Death Becomes Her,6.8,2161
Rocketman,7.4,3970
Ferris Bueller's Day Off,7.6,4074
Eragon,5.1,2873
Eli,6,1179
Amityville II: The Possession,5.7,271
The Medallion,5.6,898
Rosemary's Baby,7.8,3231
Isle of Dogs,7.9,4047
Crank,6.6,3098
The Invasion,6,1230
What a Girl Wants,6.2,1416
The Tender Bar,6.7,376
Baiohazâdo: Dijenerêshon,6.8,853
Primal Fear,7.6,2642
Flightplan,6.4,2190
American Ultra,6.1,2478
Leave No Trace,6.8,985
Creep,6.4,1097
We Bought a Zoo,6.7,2330
Pete's Dragon,6.4,583
The Changeling,7,461
Peter Rabbit,6.7,1498
Polaroid,6,844
Allied,6.8,4045
Beethoven's 2nd,5.5,826
Midnight in Paris,7.5,6425
The Whale,0,0
Grease 2,5.1,582
Æon Flux,5.6,1855
The Number 23,6.4,2765
Critters 3,5.1,274
Michael Jackson: The Life of an Icon,7.8,106
Killer Bean Forever,7.3,130
Critters 2,6,319
Megalodon,4.5,49
Frailty,7,942
Quo Vadis,7.1,310
Starship Troopers 2: Hero of the Federation,4.3,454
X+Y,6.7,486
Jailbait,5,87
Moonraker,6.1,1593
EuroTrip,6.5,2078
Coneheads,5.3,755
Lion,8.1,5852
Never Say Never Again,6.1,1159
Maid in Manhattan,6.1,1633
Monster Family,5.9,292
DodgeBall: A True Underdog Story,6.3,2954
Jingle All the Way,6,2140
"O Brother, Where Art Thou?",7.3,3458
Philadelphia,7.7,3604
Copshop,6.1,497
Moon,7.6,4879
Scooby-Doo! and the Goblin King,7.8,204
Christine,6.8,1580
U.S. Marshals,6.5,1293
Teenage Mutant Ninja Turtles,6.6,1409
Groundhog Day,7.6,6601
Romeo + Juliet,6.8,4371
Songbird,6.2,576
The Scorpion King 2: Rise of a Warrior,4.6,487
Dragons: Gift of the Night Fury,7.1,288
Scent of a Woman,7.7,2674
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,6.3,42
Hostiles,6.9,1946
Clash of the Titans,6.9,599
The Son of Bigfoot,6.6,399
Green Zone,6.5,1887
The Crazies,6.2,1707
Hulk vs. Thor,6.7,186
Better Nate Than Ever,6.6,69
In the Tall Grass,5.5,1798
Bean,6.4,2060
Bullet to the Head,5.5,1067
Alien Outbreak,3.9,23
Ninja,6,265
The Guardian,7.1,1257
Batman vs. Robin,7.2,772
Tangled: Before Ever After,6.8,326
Nocturne,5.9,327
Bring It On,6.2,1452
Tammy,5.3,1081
Big Daddy,6.4,2781
Monster High: Great Scarrier Reef,7.7,84
RoboCop,5.8,4805
Zoom,5.3,515
The Rocky Horror Picture Show,7.5,2340
Non-Stop,6.8,4698
Breathe,7.5,646
Tom and Jerry: Willy Wonka and the Chocolate Factory,6.7,94
I Kill Giants,6.2,1041
The Stepfather,5.8,731
The Thin Red Line,7.4,2475
Miss Sloane,7.5,1503
Vacancy,6.2,1166
The Quick and the Dead,6.5,1399
The Blob,6.7,678
Brimstone,7.1,926
The Spy Who Dumped Me,6.4,1972
Solomon Kane,6,1149
The Taking of Deborah Logan,6.4,944
"I Love You, Man",6.5,1390
The Cloverfield Paradox,5.6,2788
Cooties,5.9,606
School of Rock,7.1,4810
Bad Moms,6.5,3691
The Favourite,7.5,4529
The Nightingale,7.2,426
Old School,6.6,1479
Wolf Creek 2,6.3,489
Lady and the Tramp II: Scamp's Adventure,6.4,1086
Burn,6,202
Trouble with the Curve,6.9,1296
Silverado,7,559
Ticking Clock,5.4,56
The Intruder,6.1,479
Invictus,7.2,3599
Haunt,6.7,872
Thirteen,6.5,1322
Grudge Match,6.1,1104
UglyDolls,6.7,374
Max,7.1,662
The Running Man,6.5,1870
Blood Father,6.2,1329
Hidalgo,6.8,1001
Land of the Dead,6.2,1291
Delivery Man,6.2,1284
Shark Beach With Chris Hemsworth,6.4,8
47 Meters Down: Uncaged,5.7,1169
Grave Encounters 2,5.5,758
The Family Man,6.7,1595
A Bad Moms Christmas,6.3,1787
47 Meters Down,5.8,2416
Lethal Weapon 2,7,2846
Return to Halloweentown,6.6,445
Midnight in the Switchgrass,6.1,292
Into the Wild,7.8,8492
Tom and Jerry's Giant Adventure,5.9,55
The Avengers,4.4,590
Remember Me,7.1,3199
Old Henry,7.3,270
Welcome to the Jungle,5.1,347
The Poughkeepsie Tapes,6.6,440
The Replacements,6.6,785
Private Lessons,5.8,77
Family Guy Presents: Stewie Griffin: The Untold Story,6.9,320
Mr. Nobody,7.8,5252
Bad Times at the El Royale,6.8,3033
Victor Frankenstein,5.9,1854
The Legion,6.2,93
Thelma & Louise,7.6,2733
The Break-Up,5.8,2332
Equilibrium,7,3814
Four Good Days,6.9,126
Lucky Number Slevin,7.5,3473
Kung Fu Panda: Secrets of the Scroll,6.8,164
Bethany,5.6,35
Rogue,5.6,580
Miss Congeniality,6.5,3297
Night School,6.2,1468
Beethoven,5.8,1748
Outlander,6.4,1042
A Million Ways to Die in the West,6,3559
Darkness Falls,5.5,473
Lost Highway,7.6,2051
Before Sunrise,8,3312
Young Frankenstein,7.9,2657
Booksmart,7,2175
What Happens in Vegas,6.1,2616
TEKKEN: A Man Called X,4.1,70
Alien Abduction,5.7,303
My Spy,6.9,955
Yesterday,6.7,3285
Naked Gun 33⅓: The Final Insult,6.4,1640
Stardust,7.2,3468
"To Sir, with Love",7.5,254
Rat Race,6.2,1496
Bombshell,6.8,2510
A Walk in the Clouds,7.2,772
Belfast,7.2,927
Playhouse,5.2,25
Lady and the Tramp,7.3,1339
Summer of 84,6.9,1059
To the Bone,7.2,3232
Lego DC Comics Super Heroes: The Flash,6.8,175
Wild Wild West,5.3,2890
Phineas and Ferb: The Movie: Across the 2nd Dimension,6.9,449
Manchester by the Sea,7.5,5021
The November Man,6.1,1290
House of 1000 Corpses,6.2,1299
Are We There Yet?,5.6,809
Mrs. Doubtfire,7.2,5261
Adrift,6.9,2325
The Nut Job,5.7,820
Backcountry,5.8,493
Mac & Devin Go to High School,6.4,345
The Omen,5.5,874
In the Heights,7.3,532
Ace Ventura: Pet Detective,6.5,4898
Good Luck Chuck,5.9,1259
211,5.4,373
Zombie Strippers!,4.8,303
Cyborg X,5.8,57
Still Alice,7.5,2696
Jungle Beat: The Movie,7,99
The Spy Who Loved Me,6.8,1575
Ocean's Thirteen,6.7,5445
Bill & Ted's Bogus Journey,6.3,987
Inside Man: Most Wanted,6.6,233
Monster High: Ghouls Rule,6.7,81
Trolls Holiday,6.7,412
The Lodge,6.1,952
Crocodile Dundee II,5.8,922
Atonement,7.7,3510
Notting Hill,7.3,5128
The Highwaymen,6.7,1684
Vertical Limit,6,867
Burn After Reading,6.6,3914
Radius,6.6,497
Descendant,6,7
Sissy,0,0
Room,8,8208
The NeverEnding Story II: The Next Chapter,5.7,672
Star Trek: The Motion Picture,6.5,1392
Ice Soldiers,5.4,78
Serenity,7.4,2967
The Party at Kitty and Stud's,3.1,50
Monty Python and the Holy Grail,7.8,4857
Critters Attack!,5,119
Wolfwalkers,8.4,842
The Mask of Zorro,6.5,3442
Nurse 3-D,5.3,350
Babe,6.2,2482
"Merry Christmas, Drake & Josh",7.4,184
Police Academy 2: Their First Assignment,6,1240
The Italian Job,7,561
The Last Exorcism Part II,4.7,455
Discarnate,5.4,78
The Naked Gun 2½: The Smell of Fear,6.8,1781
Minari,7.4,1206
Fast & Furious,6.7,6152
I'll Always Know What You Did Last Summer,4.3,299
Going in Style,6.7,2408
Shark Night 3D,5,445
Anger Management,6.1,2608
3 Days to Kill,6.1,1873
The Day the Earth Stood Still,5.6,2871
Rock of Ages,6.2,1089
Children of the Corn II: The Final Sacrifice,4.8,173
The Only Living Boy in New York,6.3,260
Walk of Shame,6,1260
Rain Man,7.8,5312
Ted Bundy: American Boogeyman,7,66
Occupation: Rainfall,6.4,99
Pilgrimage,6,231
Village of the Damned,6,666
Exit Wounds,5.6,374
The Devil Inside,4.7,682
Happier Than Ever: A Love Letter to Los Angeles,8.1,102
7500,6.1,658
Minions: Training Wheels,7,151
Near Dark,6.9,562
Perfect Stranger,5.8,766
Avatar 5,0,0
Step Brothers,6.6,2620
Dear Evan Hansen,6.4,215
Widows,6.5,2004
Dead Space: Downfall,6.2,276
Scared Shrekless,6.5,327
Abigail,6.2,184
Billy Elliot,7.6,3318
The Sound of Music,7.7,2721
Kangaroo Jack,5.1,749
Halloweentown High,6.6,261
Close Encounters of the Third Kind,7.4,3510
Anon,5.9,1331
Invisible Sister,6.7,261
The Bad Seed Returns,7,7
The X Files: I Want to Believe,5.7,1249
"Oh, Ramona!",5.8,355
Agent Cody Banks 2: Destination London,5.5,539
Breakfast at Tiffany's,7.7,3622
Madres,6,65
Love & Gelato,5.4,154
Agent Cody Banks,5.4,937
Promising Young Woman,7.5,2314
Sniper 2,5.3,105
Batman vs. Teenage Mutant Ninja Turtles,7.2,373
The Core,5.7,1485
Monster High: Escape from Skull Shores,7.6,82
Vampires Suck,4.2,1070
100 Candles,5.7,89
Pompeii,5.5,2906
The Witcher: Nightmare of the Wolf,7.6,709
Ronaldo,6.9,300
Here Today,7.3,110
Colette,7,782
Power/Rangers,7.1,195
Waterworld,6.2,3052
Secret Window,6.6,3114
2 Hearts,7.6,385
Shaft,6.5,1441
Lovelace,6,572
Free Willy 2: The Adventure Home,6,499
The Jungle Book 2,5.9,989
Dangerous Minds,7,943
Last Holiday,7.1,567
Long Shot,6.7,2247
Boo 2! A Madea Halloween,5.7,445
Kung Fu Panda: Secrets of the Furious Five,6.7,339
Spread,5.5,732
Superman II,6.7,1898
Sleepover,6,411
Stand by Me,7.9,4767
Sisters,6,1223
Solomon and Sheba,6.3,67
Kajillionaire,6.3,324
Anchorman 2: The Legend Continues,6.1,2190
The Anomaly,4.9,281
The Game,7.6,5370
Muppets Most Wanted,6.3,708
The Waterboy,6,1483
Problem Child 2,5.8,502
Reasonable Doubt,5.8,486
Beverly Hills Cop II,6.5,1966
Eat Pray Love,6.2,2090
The Perfect Date,6.5,2997
All Quiet on the Western Front,7.8,584
Waves,7.4,464
Can You Keep a Secret?,6.5,750
Chinatown,7.9,3094
"Roman J. Israel, Esq.",6.3,1045
The Great Escape,7.9,2065
Cobain: Montage of Heck,7.8,615
Spooks: The Greater Good,6,496
The Diary of Anne Frank,7.2,295
Zombeavers,4.9,566
Don’t Fuck In The Woods 2,0,0
Clouds,8.3,879
The Theory of Everything,7.9,9573
The House of Magic,6.3,293
A Simple Favor,6.6,3654
Epic Movie,3.9,1292
Kate & Leopold,6.3,1148
Duel,7.4,1481
50/50,7.1,3253
Robin Hood: Men in Tights,6.6,1721
La Bamba,7.2,573
Devil,6,2476
Frankenstein,7.5,1217
Pineapple Express,6.6,3202
The Green Hornet,5.6,2799
Together Together,6.7,100
Debt Collectors,6.2,172
Sing Street,7.9,1972
The Package,6,1023
An American Werewolf in Paris,6,547
Halo: Nightfall,7,132
Persuasion,5.9,354
Casualties of War,7.1,705
Snitch,6.1,2076
1985,6.2,49
Ice Age: A Mammoth Christmas,6.4,547
Saludos Amigos,5.8,342
The Wind,5.6,188
Hey Arnold! The Jungle Movie,7.7,191
Marmaduke,5.3,637
Machete Kills,5.6,1640
Guns Akimbo,6.5,1845
Moms' Night Out,5.6,262
Flight 7500,4.8,463
Hostile,5.8,287
Upside Down,6.2,2235
Tom and Jerry: The Movie,6.3,481
Scooby-Doo! Abracadabra-Doo,7.8,199
Here Comes the Boom,6.2,1243
Imperium,6.4,1123
Vamps,5.3,231
Poltergeist II: The Other Side,6,526
The Numbers Station,5.5,476
The Upside,7.1,1018
Curious George,6.4,433
Tremors 4: The Legend Begins,5.6,359
Avatar 3,0,0
Isn't It Romantic,6.2,3215
True Grit,7.4,616
Lego Scooby-Doo!: Haunted Hollywood,7.4,195
Valentine's Day,5.9,2747
Tom and Jerry: A Nutcracker Tale,6.8,108
Sound of Metal,7.8,1940
The Curse of Buckout Road,6.9,44
Siren,6,216
Bridget Jones's Diary,6.8,4335
Shiloh,5.6,58
Push,6.1,1958
Hackers,6.3,1014
Cop Land,6.8,1233
The Trap,5.2,57
Traffic,7.1,1747
The Name of the Rose,7.5,2513
Barbershop 2: Back in Business,5.8,210
Balto,7.3,1761
Last Action Hero,6.4,2183
Cell,4.7,925
The Princess Bride,7.7,3866
Assassins,6.5,1285
Falling Down,7.3,3008
The Father,8.2,2317
Endless Love,5.7,168
Trouble,6.7,145
Pandorum,6.5,1967
National Lampoon's Van Wilder,6,1563
My Bloody Valentine,5.5,943
Birth of the Dragon,5.8,256
Waist Deep,6.6,221
The Dirty Dozen,7.6,959
Jarhead 2: Field of Fire,6.4,240
Wonder Woman: Bloodlines,7.1,399
Elektra,5,2053
Morgan,5.8,1285
Acrimony,6.8,338
The Giver,6.5,4080
Striptease,5.6,903
The Recall,4.6,301
Friday After Next,6.2,322
Precious Cargo,5.2,243
Small Soldiers,6.5,1775
Batman: Hush,7.2,699
An Extremely Goofy Movie,6.4,509
Free Willy 3: The Rescue,6.3,293
Boiling Point,7.3,237
Mirrors,6.2,1524
The Captive,5.9,959
An Amish Sin,0,0
Bingo Hell,4.8,84
Hot Moves,4.3,15
Rampage,6,351
Possessor Uncut,6.3,595
Scooby-Doo! and the Legend of the Vampire,7.2,248
The X Files,6.8,1310
Honey,6.3,1029
The Sum of All Fears,6.3,1409
Dangerous Game: The Legacy Murders,4.7,3
Blood Ties,6.1,393
The Nativity Story,6.9,173
Downrange,5.8,247
The Devil All the Time,7.3,2727
Dallas Buyers Club,7.9,7547
Girl vs. Monster,6.3,243
Mortal,6.5,392
"Ed, Edd n Eddy's Big Picture Show",7.2,90
Monster-in-Law,6.2,1418
Looney Tunes: Back in Action,6.4,1272
Lost in Translation,7.4,6183
Life,6.6,633
A Model Kidnapping,5.9,50
Pan,6,2477
Blue Streak,6.4,1217
10 x 10,5.3,461
Scooby-Doo! and the Witch's Ghost,7.4,333
Surf's Up 2: WaveMania,6.2,200
Cake,6.3,810
Air Force One,6.4,2456
Dark Water,5.6,840
Mainstream,6.3,125
The Rhythm Section,5.6,513
The Scorpion King 4: Quest for Power,5.1,172
Blow,7.4,3765
Shriek If You Know What I Did Last Friday the Thirteenth,4.7,250
The Banker,7.6,625
Bandit,7.2,31
Mom and Dad,5.4,836
The Night Clerk,6.1,527
Jackie Brown,7.3,5432
The Trial of the Chicago 7,7.7,2488
Once Upon a Time in Venice,5.2,531
Enemy,6.9,4986
A Nightmare on Elm Street 3: Dream Warriors,6.7,1392
"Chill Out, Scooby-Doo!",7.5,231
Beverly Hills Cop III,5.9,1442
Megalodon Rising,6.5,108
The Collection,6.3,837
Accepted,6.4,1309
Some Like It Hot,8.1,2850
Avengement,6.8,368
American Me,7.4,282
Gone with the Wind,8,3385
Butch Cassidy and the Sundance Kid,7.6,1785
Fearless,6.2,104
Waiting...,6.2,638
Air Strike,4.9,193
Thor: God of Thunder,5.7,10
Unhinged,6.4,1682
Wish Upon a Unicorn,7.1,38
Lethal Weapon 3,6.7,2404
Johnny English,6.2,2906
Halloween at Aunt Ethel's,3.4,20
Hellraiser: Hellseeker,4.9,259
Addicted,5.9,311
Northmen: A Viking Saga,5.4,296
The Bygone,6.6,29
Life of the Party,6.2,892
The Brothers Grimm,5.8,2376
Fahrenheit 451,5.4,718
Shaun the Sheep Movie,7,1168
XOXO,6,561
Monster,7.3,1919
The Legend of Hercules,4.7,1153
Temptation: Confessions of a Marriage Counselor,6.6,130
Little Shop of Horrors,6.9,1176
Aliens in the Attic,5.6,866
An Officer and a Gentleman,7,901
My Sister's Keeper,7.4,1829
Soul Plane,5.3,347
Wheelman,6.1,525
Hard Candy,6.8,2179
Nocturnal Animals,7.5,6725
Don't Be Afraid of the Dark,5.7,904
Serendipity,6.9,1616
Animal House,7,1258
Like a Boss,6.3,564
Concussion,7.1,2260
Paperhouse,6.7,106
The Best of Me,7.5,2309
The Animal,5.1,1034
The Prodigy,6.2,850
21 & Over,5.8,1361
Exorcist: The Beginning,5.4,625
Bandidas,6,952
Pete's Dragon,6.4,1954
Messengers 2: The Scarecrow,5.4,134
Superhero Movie,5.2,1473
Fargo,7.9,6685
Psycho II,6.4,496
Life of Brian,7.8,3653
The Dead Pool,6.3,667
Cats,4.2,797
The Silencing,6.5,423
American Animals,6.8,827
Police Academy 3: Back in Training,5.8,994
The Jurassic Games,4.6,132
Miss Congeniality 2: Armed and Fabulous,5.7,1583
Young Adult,5.8,1052
Pink Floyd: The Wall,8,1222
Hell or High Water,7.3,3868
The Princess Switch: Switched Again,6.9,749
Barbershop,6.3,376
Blast from the Past,6.7,852
Diamonds Are Forever,6.4,1686
The Aeronauts,6.8,896
Orca,6.2,312
12 Mighty Orphans,7.5,113
Kill Switch,4.8,204
The Grudge,5.6,981
Cyborg,5.6,537
End of Watch,7.3,2724
Hellraiser: Revelations,3.6,233
Good People,5.5,401
Wyrmwood: Road of the Dead,6.1,363
The Beach,6.5,3767
There Will Be Blood,8.1,5369
The Con Is On,4.1,133
Catch.44,5.1,293
The Woman in the Window,6.1,1572
Radio,7.1,564
Antichrist,6.7,2147
Honey 2,6.3,358
Elephant,7.1,1548
Future World,4.5,210
The Darkest Hour,5.3,1235
18 Year Old Virgin,4,119
Vanilla Sky,6.8,3433
Point Break,7.1,2907
The Marine 4: Moving Target,6.4,199
Extraction,4.6,317
Survival Island,5.1,181
Million Dollar Baby,8,8233
Lying and Stealing,6,250
Colossal,6.3,1759
The Danish Girl,7.6,5274
Hide and Seek,6.4,1342
Awake,6.4,1130
The Bad Batch,5.2,902
A River Runs Through It,7,843
Judas and the Black Messiah,7.4,1119
Alive,6.9,1191
Robin Hood: Prince of Thieves,6.8,2708
Monster High: Friday Night Frights,7.8,108
Lemonade Mouth,7.4,941
The Order,5.7,287
Bruce Lee: A Warrior's Journey,7.5,84
The Dukes of Hazzard,5.5,964
The Last of the Mohicans,7.4,2526
Live by Night,6.2,1150
The Goldfinch,7.2,724
Hands of Stone,6.3,311
Black Water,5.7,209
27 Dresses,6.4,2780
The Pink Panther 2,5.7,948
Dragged Across Concrete,6.6,763
The Secret of NIMH,7.5,647
Babe: Pig in the City,5.6,1043
Noel Next Door,10,1
Return to Jurassic Park,6.6,732
